timestamp,RV,r
2017-05-05 00:00:00+00:00,0.005837314,-0.043008225
2017-05-06 00:00:00+00:00,0.00164389,0.041444014
2017-05-07 00:00:00+00:00,0.002307541,-0.021093379
2017-05-08 00:00:00+00:00,0.005983316,-0.049936632
2017-05-09 00:00:00+00:00,0.012395797,-0.028987537
2017-05-10 00:00:00+00:00,0.002935584,0.018965495
2017-05-11 00:00:00+00:00,0.002291874,-0.000679271
2017-05-12 00:00:00+00:00,0.004552197,-0.036090848
2017-05-13 00:00:00+00:00,0.002729292,0.037448929
2017-05-14 00:00:00+00:00,0.00084638,0.011022494
2017-05-15 00:00:00+00:00,0.002197909,0.017738824
2017-05-16 00:00:00+00:00,0.001118869,-0.033863659
2017-05-17 00:00:00+00:00,0.002847667,-0.012467991
2017-05-18 00:00:00+00:00,0.002199058,0.101901502
2017-05-19 00:00:00+00:00,0.010692522,0.261804376
2017-05-20 00:00:00+00:00,0.00452694,-0.0109405
2017-05-21 00:00:00+00:00,0.00919076,0.185309888
2017-05-22 00:00:00+00:00,0.055192259,0.073882332
2017-05-23 00:00:00+00:00,0.012292313,0.058842283
2017-05-24 00:00:00+00:00,0.008573634,0.143092997
2017-05-25 00:00:00+00:00,0.049101319,-0.077165081
2017-05-26 00:00:00+00:00,0.031123897,-0.102670534
2017-05-27 00:00:00+00:00,0.066612419,-0.023973963
2017-05-28 00:00:00+00:00,0.014273746,0.092913919
2017-05-29 00:00:00+00:00,0.005842633,0.104704956
2017-05-30 00:00:00+00:00,0.018546317,0.160137343
2017-05-31 00:00:00+00:00,0.012447092,0.001965796
2017-06-01 00:00:00+00:00,0.011309356,-0.032061276
2017-06-02 00:00:00+00:00,0.002448833,0.000450532
2017-06-03 00:00:00+00:00,0.001162426,0.013155729
2017-06-04 00:00:00+00:00,0.002591704,0.087418792
2017-06-05 00:00:00+00:00,0.0005294,0.010131799
2017-06-06 00:00:00+00:00,0.005115021,0.06339119
2017-06-07 00:00:00+00:00,0.002616584,-0.033088849
2017-06-08 00:00:00+00:00,0.001006598,0.011706047
2017-06-09 00:00:00+00:00,0.000944746,0.077135729
2017-06-10 00:00:00+00:00,0.009620367,0.196931423
2017-06-11 00:00:00+00:00,0.009445492,0.008255316
2017-06-12 00:00:00+00:00,0.054655346,0.147108235
2017-06-13 00:00:00+00:00,0.009193307,-0.023862497
2017-06-14 00:00:00+00:00,0.018238131,-0.127072181
2017-06-15 00:00:00+00:00,0.061596269,0.005865119
2017-06-16 00:00:00+00:00,0.008574882,0.030232828
2017-06-17 00:00:00+00:00,0.001936689,0.040711335
2017-06-18 00:00:00+00:00,0.004797001,-0.047537494
2017-06-19 00:00:00+00:00,0.001691862,0.019309314
2017-06-20 00:00:00+00:00,0.00782422,-0.021898994
2017-06-21 00:00:00+00:00,0.030655265,-0.075529343
2017-06-22 00:00:00+00:00,0.005131491,-0.016702432
2017-06-23 00:00:00+00:00,0.000788696,0.021362587
2017-06-24 00:00:00+00:00,0.002909797,-0.071074994
2017-06-25 00:00:00+00:00,0.018655136,-0.089288935
2017-06-26 00:00:00+00:00,0.03590863,-0.098010508
2017-06-27 00:00:00+00:00,0.026214746,0.128946459
2017-06-28 00:00:00+00:00,0.017775724,0.093269893
2017-06-29 00:00:00+00:00,0.008774814,-0.07358605
2017-06-30 00:00:00+00:00,0.005645659,-0.045140917
2017-07-01 00:00:00+00:00,0.00659635,-0.062250827
2017-07-02 00:00:00+00:00,0.006096655,0.079878978
2017-07-03 00:00:00+00:00,0.00254738,-0.030748633
2017-07-04 00:00:00+00:00,0.001569351,-0.02628595
2017-07-05 00:00:00+00:00,0.002862549,-0.010943766
2017-07-06 00:00:00+00:00,0.00132478,-0.00097693
2017-07-07 00:00:00+00:00,0.00518623,-0.097907437
2017-07-08 00:00:00+00:00,0.003972371,0.022424946
2017-07-09 00:00:00+00:00,0.001302612,-0.032383154
2017-07-10 00:00:00+00:00,0.016708479,-0.163152171
2017-07-11 00:00:00+00:00,0.02819882,-0.06254898
2017-07-12 00:00:00+00:00,0.012402633,0.161902136
2017-07-13 00:00:00+00:00,0.007929608,-0.088859262
2017-07-14 00:00:00+00:00,0.006419224,-0.038639419
2017-07-15 00:00:00+00:00,0.007920244,-0.162074638
2017-07-16 00:00:00+00:00,0.04368796,-0.074686025
2017-07-17 00:00:00+00:00,0.019694183,0.203982671
2017-07-18 00:00:00+00:00,0.022478094,0.173401501
2017-07-19 00:00:00+00:00,0.025558281,-0.153328734
2017-07-20 00:00:00+00:00,0.018548316,0.149135115
2017-07-21 00:00:00+00:00,0.006577911,-0.042748116
2017-07-22 00:00:00+00:00,0.002721795,0.063022483
2017-07-23 00:00:00+00:00,0.002270147,-0.010370463
2017-07-24 00:00:00+00:00,0.000767687,-0.010434877
2017-07-25 00:00:00+00:00,0.00914437,-0.103228497
2017-07-26 00:00:00+00:00,0.00641597,-0.002702638
2017-07-27 00:00:00+00:00,0.00117563,-0.001427974
2017-07-28 00:00:00+00:00,0.00274113,-0.062103985
2017-07-29 00:00:00+00:00,0.006396309,0.07658423
2017-07-30 00:00:00+00:00,0.003216918,-0.044440725
2017-07-31 00:00:00+00:00,0.001531339,0.019459095
2017-08-01 00:00:00+00:00,0.009762008,0.11693061
2017-08-02 00:00:00+00:00,0.001858003,-0.035211572
2017-08-03 00:00:00+00:00,0.000560123,0.027518029
2017-08-04 00:00:00+00:00,0.000843845,-0.014751122
