,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-09-01,0.0006914,0.000633157,0.000632965,0.000463461,0.000418992,0.020909216,0.000150965,193.12,194.76,190.73,191.61
2015-09-02,0.000334143,0.000324797,0.000281657,0.000301581,0.000243884,0.015572141,0.000108825,194.65,195.45,192.43,195.45
2015-09-03,0.000124902,0.000158923,0.000106989,0.000116834,0.000117194,0.015725115,8.83E-05,196.26,198.05,194.96,195.55
2015-09-04,0.000269621,0.000252272,0.000251715,0.000213317,0.000144526,0.011674193,9.39E-05,192.87,193.86,191.61,192.57
2015-09-08,0.000345466,0.000365135,0.000363423,0.000356412,0.000441321,0.012373182,4.26E-05,195.94,197.61,195.18,197.52
2015-09-09,0.000171433,0.000157544,0.000133345,0.000139753,0.000132832,0.026003192,9.71E-05,199.34,199.47,194.35,194.79
2015-09-10,0.000117417,0.000123964,8.49E-05,0.000108015,0.000106425,0.015173868,0.0001011,194.54,197.22,194.25,195.87
2015-09-11,7.90E-05,8.01E-05,7.54E-05,5.18E-05,5.54E-05,0.011398319,4.89E-05,195.38,196.76,194.53,196.76
2015-09-14,4.48E-05,4.13E-05,3.74E-05,4.16E-05,4.24E-05,0.008001062,4.02E-05,196.97,197.01,195.44,196
2015-09-15,4.98E-05,4.20E-05,3.52E-05,2.74E-05,3.44E-05,0.01463058,3.11E-05,196.6,198.98,196.09,198.49
2015-09-16,3.89E-05,3.69E-05,3.62E-05,3.86E-05,3.63E-05,0.009979772,2.97E-05,198.81,200.4,198.41,200.19
2015-09-17,0.000193797,0.000137489,0.00016408,0.00013199,0.0001112,0.017953089,0.000158767,200.02,202.89,199.28,199.76
2015-09-18,0.000420566,0.000356898,0.000354302,0.000363447,0.000354315,0.013196635,8.83E-05,195.7,197.56,194.97,195.42
2015-09-21,9.90E-05,9.15E-05,9.78E-05,0.000103002,0.000127668,0.01257366,7.54E-05,196.44,197.68,195.21,196.46
2015-09-22,0.00024681,0.000232041,0.000251846,0.000204027,0.000197498,0.009792727,6.73E-05,193.88,194.46,192.565,193.88
2015-09-23,5.77E-05,7.02E-05,6.54E-05,4.55E-05,4.73E-05,0.00905614,5.35E-05,194.11,194.67,192.915,193.57
2015-09-24,0.000149965,0.000149326,0.000132239,0.000165114,0.000176919,0.015051976,8.79E-05,192.15,193.45,190.56,192.93
2015-09-25,0.000166105,0.000177017,0.000133293,0.000150253,0.000162205,0.01649426,8.62E-05,194.64,195,191.81,192.81
2015-09-28,0.00012256,0.000132891,0.000148013,0.000145781,0.000153165,0.022447987,9.53E-05,191.77,191.91,187.65,187.93
2015-09-29,0.000140435,0.000149128,0.00014833,0.000170053,0.000149045,0.014867794,0.000152673,188.26,189.73,186.93,188.05
2015-09-30,0.000223923,0.000250257,0.000289049,0.000333395,0.000263127,0.012432295,8.61E-05,190.37,191.82,189.45,191.67
2015-10-01,0.000119465,0.000128696,0.00013307,9.29E-05,8.47E-05,0.01396795,0.00012568,192.08,192.49,189.82,192.15
2015-10-02,0.000277933,0.00031711,0.000334586,0.000286707,0.000248626,0.030515255,0.000120618,189.78,194.98,189.12,194.98
2015-10-05,9.01E-05,9.91E-05,0.000101893,0.00013507,0.000126491,0.012200521,3.45E-05,196.46,198.74,196.33,198.49
2015-10-06,6.64E-05,7.09E-05,4.85E-05,5.60E-05,6.38E-05,0.009950331,5.54E-05,198.31,198.97,197,197.82
2015-10-07,0.000110266,0.000118299,0.000109758,0.000141273,0.000138779,0.011754033,7.69E-05,198.9,199.825,197.49,199.45
2015-10-08,7.57E-05,6.61E-05,5.42E-05,6.44E-05,5.66E-05,0.014795092,5.47E-05,198.95,201.55,198.59,201.21
2015-10-09,4.40E-05,4.09E-05,3.21E-05,2.60E-05,3.78E-05,0.006509501,3.18E-05,201.37,201.9,200.59,201.36
2015-10-12,2.54E-05,2.13E-05,1.49E-05,1.47E-05,9.19E-06,0.004221826,1.58E-05,201.41,201.76,200.91,201.55
