,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-05-21,0.000397467,0.000187867,0.000125147,0.000139252,0.000146623,0.017465728,0.000144337,48.562,49.324,48.47,49.124
2015-05-22,0.00024408,0.00011906,9.49E-05,0.000101823,8.66E-05,0.014505339,0.000100182,49.142,49.72,49.004,49.546
2015-05-26,0.000564146,0.000395917,0.000227135,0.000153354,0.000175716,0.02182897,0.000253585,49.574,50.388,49.3,49.48202
2015-05-27,0.000406824,0.000253034,0.000163109,0.000118111,0.000152992,0.015957915,0.000118072,49.706,49.9,49.11002,49.486
2015-05-28,0.000327777,0.000238604,0.000223619,0.00025665,0.000302204,0.027172045,0.000224918,49.41,50.35998,49.01002,50.304
2015-05-29,0.000382971,0.00018352,0.000158013,0.000129708,8.22E-05,0.013607933,0.000120152,50.171,50.57354,49.89,50.15
2015-06-01,0.000382012,0.000204148,0.000144569,0.000140946,0.000108545,0.016550765,0.000169361,50.26,50.31998,49.494,49.884
2015-06-02,0.000330302,0.000161459,0.000200381,0.00015714,0.000227724,0.012467631,0.000132473,49.8,49.878,49.26,49.67
2015-06-03,0.000330225,0.000209934,0.000160632,8.89E-05,6.25E-05,0.014786512,0.000127394,49.62,50.144,49.408,49.784
2015-06-04,0.00029727,0.000134042,9.43E-05,9.08E-05,6.09E-05,0.014545711,6.80E-05,49.45,49.86,49.14,49.16
2015-06-05,0.000370966,0.000221184,0.000170335,0.000112555,0.000177845,0.016230321,0.000118515,49.22,49.94,49.136,49.818
2015-06-08,0.000800245,0.000547087,0.00081828,0.000919031,0.000631739,0.033122245,0.000498075,50.166,51.75,50.064,51.275
2015-06-09,0.000379961,0.000216723,0.000183613,0.000216132,0.000133895,0.014257674,0.000171855,51.096,51.548,50.81826,51.20802
2015-06-10,0.000739318,0.000413735,0.000506371,0.00090328,0.000606371,0.021891421,0.000336018,50.378,50.8,49.7,50.15
2015-06-11,0.000372412,0.000379103,0.000230139,0.000166746,0.000141611,0.0154919,7.63E-05,50.66,50.87,50.088,50.2787
